,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
orange,0.05136844,0.0479566,0.09095644,0.066249795,0.1263736,0.08788541,0.061160706,0.078910425,0.089313336,0.08402236,0.051409174,-0.024562962,0.038047954,0.017482689,0.034561034,0.0076890793,-0.012902885,-0.0393397,-0.013213875,-0.048934184,-0.0143674165,-0.06157591,-0.04360868,0.049974635,0.054750487,-0.0163876,-0.0122554,-0.073377244,0.037118006,-0.044361647,0.022796763,0.0067068115,0.0016963575,-0.14302528,-0.10233688,-0.089564435,-0.06457496,-0.15819435,-0.17578018,-0.122450784,-0.10981707,-0.14392667,-0.122957766,-0.1454012,-0.17653385,-0.17807083,-0.08919993,-0.12656811,-0.2169802,-0.14697716,-0.008359764,-0.09120862,-0.08901687,-0.03505464,-0.02773837,-0.081674345,0.028207442,0.014078656,0.15639591,0.11031599,-0.013057266,-0.12647474,-0.13312927,-0.16025598,-0.06584987,0.23900762,0.100022525,0.06310938,0.11029328,0.067649,0.10165171,0.07764629,0.0029631779,-0.04089327,0.19158071,0.085292324,0.03159997,0.06671903,0.07250619,0.17679864,0.28707904,0.15255207,0.0962824,0.26878172,0.23345307,0.44955128,0.29839748,0.35488725,1.0000002,0.4545539,0.45039922,0.43435246,0.311985,0.15419374,0.20284635,-0.1404393,0.014366876,-0.096846126,-0.029814307,0.0009949626,-0.08586258,-0.08230133,-0.06726624,0.00083634607,-0.1250087,-0.13778389,-0.09050335,-0.006441111,-0.06631221,-0.09891562,-0.05479996,-0.048425324,0.0886682,-0.011588044,-0.11054122,-0.107609816,-0.10151521,-0.07771918,-0.045059018,-0.0458836,0.03701185,-0.009019013,0.0038725939,-0.08513357,-0.17747483,-0.07439093,0.0020292252,-0.06318137,-0.035230204,-0.20543028,-0.13615835,0.018134158,0.037893813,-0.06786011,0.06887738,0.041954573,-0.1215169,-0.12152007,-0.08987503,-0.13608558,-0.09623791,-0.16319694,-0.15047714,-0.09528792,-0.08779931,-0.08060935,-0.11267689,-0.1634875,-0.19113821,-0.14485571,-0.1544478,-0.035844848,-0.15289326,-0.1332583,-0.16870342,-0.19700097,-0.16732544,-0.0928901,-0.11678228,-0.14794472,-0.13613136,0.08871118,-0.12363303
strawberry,0.012923764,-0.045494918,0.06073392,0.047865823,0.11670252,0.019509992,0.05956471,0.03787831,0.06761579,0.006256396,0.06119477,0.0063215196,0.038437366,-0.0016218312,0.01485188,0.02456097,-0.01956477,-0.053081658,-0.06922035,0.011547308,0.014156565,-0.012167899,0.016811635,0.0029073241,-0.05428816,-0.029147726,-0.044132896,-0.078294575,-0.05044096,-0.023810228,0.041584793,-0.012978457,0.025881095,-0.14388394,-0.11333503,-0.11436246,0.005117408,-0.09088816,-0.20584983,-0.15157506,-0.19735807,-0.16387875,-0.15730807,-0.053212993,-0.14215066,-0.1827656,-0.15049471,-0.18819886,-0.20350297,-0.12041389,-0.091388054,-0.07137117,-0.03972807,-0.11249782,-0.09388774,-0.05644253,-0.031980824,0.04459142,0.058509562,0.10095987,0.01701623,-0.07197374,-0.13152799,-0.1374424,-0.031115904,0.11454677,0.13781154,0.1382918,0.2273183,0.20627639,0.17063785,0.12139278,0.0627453,0.08439998,0.16143627,0.06094315,0.1371772,0.054423045,0.0425819,0.18726364,0.22212581,0.11963798,0.18328723,0.20304205,0.29456866,0.39617488,0.24256003,0.36138085,0.4545539,1.0000002,0.31417292,0.46996784,0.25517058,0.25145066,0.23451614,-0.13781524,-0.040307894,-0.07000151,-0.05565093,0.010195356,-0.01938381,-0.03941217,-0.06948692,-0.06817798,-0.10166027,-0.11607322,-0.14611349,-0.14547503,-0.16202283,-0.062904075,-0.0890362,0.021909226,0.026193446,0.044314668,-0.047217194,-0.080414966,-0.048745606,-0.07129283,-0.033891466,-0.02795358,-0.002465818,-0.04283049,-0.036343407,-0.014473828,-0.12909234,-0.084272414,-0.04624158,-0.1333073,-0.11697865,-0.18214618,-0.17824256,0.007246189,-0.005346653,-0.09451758,0.08074072,0.04111232,-0.12260601,-0.056899905,-0.17466909,-0.13243382,-0.13720873,-0.100438565,-0.13427229,-0.076158226,-0.054629315,-0.082452096,-0.10071645,-0.05723001,-0.13830093,-0.12128651,-0.05839508,-0.055667937,-0.08933312,-0.07730265,-0.08367268,-0.14535868,-0.13805288,-0.11095562,-0.10991494,-0.1310995,-0.12895538,0.060893714,-0.01678002
melon,-0.015161708,0.002560487,0.051461864,-0.050846938,0.02366703,-0.049194105,0.07273105,0.006143784,0.08268743,0.010028323,-0.084134914,0.004322662,-0.09005679,-0.05528184,-0.030727739,-0.10448271,-0.07759254,-0.07938645,-0.013976888,-0.0673171,-0.037209116,-0.05499813,-0.0029769465,-0.03057804,0.0005921647,-0.03495277,-0.03354419,-0.10010194,-0.030610021,-0.0737512,-0.016401432,0.023693893,0.06926228,-0.13520832,-0.058569364,-0.08306569,-0.03937205,-0.051126298,-0.17712545,-0.14786552,-0.15993999,-0.10106945,-0.07601936,-0.101505436,-0.14367458,-0.16989997,-0.055942584,-0.09678838,-0.14468628,-0.074521124,-0.033712775,-0.09916821,-0.14309897,-0.08685531,-0.11750375,-0.13493729,-0.012783012,-0.04073571,0.093025394,-0.06454951,-0.0798313,-0.15385951,-0.12191011,-0.15746418,-0.087730475,0.2594586,0.13408563,0.10971159,0.13995367,0.122217864,0.18935114,0.08990345,0.11128246,0.030796647,0.13555035,0.10578214,0.08507362,0.07633823,0.10324929,0.38742638,0.2914344,0.27002096,0.18080166,0.26297593,0.3286354,0.28666195,0.3888827,0.41920185,0.45039922,0.31417292,1.0,0.5087788,0.40526348,0.14718166,0.18432893,-0.14528689,-0.063206576,-0.11092514,-0.021476422,-0.10025301,0.007613159,-0.018039161,0.09727622,0.026044417,-8.0153346e-05,0.013249533,-0.1211592,-0.10284074,-0.105271995,-0.026376452,-0.102146186,-0.041185245,-0.024041371,-0.014897738,-0.04758774,0.06595619,-0.0083068,0.045501955,-0.009204702,-0.05792976,-0.03634451,-0.10012978,-0.04837231,-0.122062854,-0.09887247,-0.12748039,-0.021284088,-0.073360965,-0.07885262,-0.16718052,-0.09255859,0.09155836,0.17351353,0.08130443,0.10640277,0.0030564386,-0.12667018,-0.18925625,-0.1257798,-0.16585839,-0.13473135,-0.08500632,-0.08592205,-0.080718145,-0.099253505,-0.06315361,-0.15130492,-0.09492484,-0.13496985,-0.035660278,-0.13240738,-0.08704197,-0.13484764,-0.12887341,-0.11368166,-0.2203989,-0.13638677,-0.06121041,-0.11151027,-0.089388005,-0.08188327,-0.11055676,-0.05475499
apple,0.0074588987,0.0646804,0.1443464,0.070016816,0.10420163,-0.032561943,0.041015532,0.104810424,0.13988197,-0.07865936,0.04893743,0.16135156,-0.02992657,-0.017360315,0.027231304,0.019950809,0.018646259,-0.055427894,-0.01950859,-0.06108119,-0.0141361635,-0.027757617,-0.006197495,0.016961591,0.020149205,-0.041044444,-0.0564469,0.0026228484,0.014816855,-0.029755829,0.027072206,0.022887047,-0.00080388784,-0.18561369,-0.15549007,-0.120117314,-0.018422585,-0.046590492,-0.18071279,-0.13089338,-0.12050988,-0.06131301,-0.09967081,-0.039701026,-0.092983246,-0.14685465,-0.07041512,-0.1635276,-0.16554989,-0.18219379,-0.06304818,-0.07905565,0.008607114,-0.040162306,-0.088603556,-0.10234587,0.007375804,-0.070358664,0.2687143,0.1118619,-0.013087822,-0.0700213,-0.06863442,-0.028184095,0.018596418,0.20095746,0.058336858,0.07053796,0.122629344,0.10918453,0.16075976,0.085209966,0.042450305,0.024458341,0.11091574,0.049998157,0.05252973,0.020989088,-0.025456987,0.36009842,0.20232451,0.11573198,0.12388608,0.26075208,0.26498026,0.30652905,0.3355022,0.40981597,0.43435246,0.46996784,0.5087788,0.99999976,0.4212501,0.23035976,0.19018878,-0.1213269,0.057041135,-0.092635065,-0.0026660375,0.02199356,-0.082548745,-0.044021867,-0.03731279,-0.029266603,-0.14328372,-0.18896614,-0.12263636,-0.067285866,-0.116491474,-0.008675113,-0.02887448,0.024102788,0.015030029,0.02456284,-0.14536123,-0.11897837,-0.12432738,-0.11436052,-0.102399126,-0.08568602,-0.024984246,-0.072378695,0.002577603,-0.03353058,-0.11239263,-0.088725746,-0.06487525,-0.1419874,-0.09485112,-0.26854756,-0.17153478,-0.06456081,-0.04754089,-0.094857976,0.10983759,0.05911606,-0.18140456,-0.18564132,-0.11893314,-0.12103976,-0.06656347,-0.20616892,-0.16694497,-0.08872684,-0.1333198,-0.10510549,-0.16069376,-0.18509272,-0.22592771,-0.16331704,-0.1071178,-0.087203324,-0.07419054,-0.18829963,-0.15707058,-0.14210904,-0.110051975,-0.16896132,-0.13831936,-0.11330978,-0.07879729,0.08044839,-0.078536026
pumpkin,-0.031352162,0.056381866,0.039903544,0.062250875,0.057589255,-0.054532956,0.025522893,0.096406035,0.0858824,0.0371342,0.020055685,0.06364209,0.0023362422,-0.025738554,-0.021341693,0.0026347237,-0.033160448,-0.053022422,-0.047716323,-0.010205499,0.0056574643,-0.014121801,-0.05390071,-0.007963205,0.01967653,-0.000746578,-0.03030429,-0.036280096,0.010002159,-0.04719531,-0.061447013,-0.0876974,-0.055026162,-0.15287004,-0.09571079,-0.13805604,-0.14281288,-0.060085922,-0.18688813,-0.13805093,-0.13895708,-0.102429464,-0.06715775,-0.03505221,-0.07953443,-0.13660893,-0.048647866,-0.17569017,-0.18348816,-0.09089134,-0.045315534,-0.089393474,-0.06843191,-0.024831945,-0.056164745,-0.022120878,-0.036279723,0.059904404,0.1328389,0.043194287,-0.009059936,-0.063943945,-0.052635025,-0.005753205,0.0031956881,0.11785301,0.003184002,0.11341594,0.13969305,0.04334205,0.13712977,-0.027798787,-0.025456281,0.0011337642,0.15205362,0.11457992,0.031999417,0.033305675,0.09556571,0.141197,0.16252026,0.07428551,0.067010336,0.17810395,0.3222795,0.3334722,0.232901,0.17348802,0.311985,0.25517058,0.40526348,0.4212501,1.0,0.22006667,0.17017709,-0.07090512,0.023521341,-0.07999714,-0.00771562,0.0151740145,-0.08256106,-0.067783765,-0.014507623,-0.036314633,-0.09254147,-0.16344574,-0.09067416,-0.027758177,-0.039444935,0.02650276,-0.061364904,0.0149811655,0.023173634,0.0811066,-0.07099208,-0.08062634,-0.056093786,-0.096510135,-0.10243519,-0.020457275,-0.08678986,-0.03720513,-0.047961473,0.031374924,-0.15609577,-0.07783011,-0.05852284,-0.10409808,-0.068862334,-0.15967253,-0.117392845,-0.07875508,-0.05184643,-0.10455331,0.025004022,0.08912624,-0.0651171,-0.11174402,-0.13139635,-0.115656115,-0.073300116,-0.0439562,-0.0026708513,-0.093302615,-0.070196286,-0.013766324,-0.08743522,-0.0142835835,-0.056185946,-0.14288716,-0.104102686,-0.024925044,0.010748835,-0.124200776,-0.088021055,-0.11318508,-0.13227277,-0.061075833,-0.084362574,-0.020100966,-0.10549328,0.044692624,-0.078687355
flower,0.07377698,0.18322119,0.25285313,0.14344496,0.468661,0.17700814,0.17793405,0.11810948,0.07800476,0.060339347,0.0742953,0.053045854,0.011223754,-0.003549694,0.080019064,0.043321766,0.04897613,0.06143079,0.06137082,-0.00027125236,-0.007079594,-0.0110193975,-0.0105313435,-0.0140937995,0.004864701,-0.025008246,-0.067341454,-0.061599117,0.051686868,-0.022924192,0.003508497,-0.048746355,-0.05248755,-0.14842278,-0.112210795,-0.14156474,-0.1262102,-0.14428025,-0.09400015,-0.04683574,-0.10880132,-0.10947817,0.033740576,0.032488976,-0.18227807,-0.15672255,0.018420514,-0.084407374,-0.08121212,-0.034263697,0.018947002,-0.0032157288,-0.08436276,0.026306514,-0.034169216,-0.07776742,-0.09659395,0.004042113,0.22532266,0.21856603,0.055587925,-0.025761224,-0.12519053,-0.10830231,-0.01590021,-0.0075123254,-0.061918363,-0.012917291,0.023373824,-0.044443995,-0.012806876,-0.0715088,-0.0696997,-0.090737715,-0.0713986,-0.044941153,-0.024941403,-0.11979956,-0.013081536,-0.027450843,0.030401085,-0.0462525,-0.026215024,0.05090851,0.20035338,0.17628047,0.11459806,0.053148035,0.15419374,0.25145066,0.14718166,0.23035976,0.22006667,1.0000001,0.42226797,-0.04467155,0.012153037,-0.045304406,-0.022668581,-0.027244147,-0.045457304,-0.0633394,-0.081416495,-0.03374694,-0.1032321,-0.076459125,-0.13483241,-0.017604522,-0.030939292,-0.0023550815,-0.015714249,0.054872423,0.08753449,0.12026662,0.038248412,-0.047220588,-0.0082882,-0.04256679,-0.03522399,-0.061961345,-0.073111676,-0.04312179,-0.104145914,-0.012953287,-0.11717348,-0.057968684,-0.065358244,-0.09519233,-0.08284046,-0.15256734,-0.056286387,-0.09363021,-0.18030594,-0.14674003,0.04767043,0.084654555,-0.06409366,-0.08811562,-0.09828155,-0.10710746,-0.07911138,-0.041288942,-0.017409448,-0.072567165,-0.14401527,-0.120909855,-0.061813246,-0.06452605,-0.103964105,-0.08417541,-0.021828856,-0.015314324,0.04569546,-0.05018554,-0.09830781,-0.058597222,-0.15240109,-0.064247146,-0.043697834,0.022611277,-0.10778418,0.15518089,-0.046548218
plant,-0.097944096,-0.0020697955,0.1389736,-0.04067769,0.24307692,0.1598711,0.14798892,0.09166384,0.01856514,0.01697421,0.0010781204,0.05476197,0.0011197013,-0.03225085,0.06372658,0.08685307,0.07645125,-0.026960045,0.013426715,-0.15889008,-0.053838667,-0.042032965,-0.049661685,-0.016175067,-0.006526296,-0.050639786,-0.08701762,-0.060306765,-0.05504268,-0.056435466,0.005618951,-0.043850105,-0.02154479,-0.09386148,-0.11655988,-0.15869212,-0.081123546,-0.059804462,-0.09628816,-0.08829413,-0.103441045,-0.066543445,-0.056595176,0.01745206,-0.083311155,-0.05671394,0.078720436,-0.055327695,-0.09606383,-0.06537817,-0.006352295,0.015310936,-0.08746519,0.028105685,0.0050674863,0.004116932,-0.039745107,0.064217106,0.3309796,0.33629346,0.13010097,0.020194469,-0.014353645,-0.030471576,0.068905756,0.11463937,0.011990441,0.03096585,0.033424634,-0.049520016,0.0036849696,-0.076119274,-0.061267324,-0.021821536,0.0116566885,0.023564488,-0.049468376,0.052034166,0.07757302,0.06112226,0.1802054,0.10930732,-0.011800615,-0.014445793,0.2532801,0.29770112,0.22555089,0.070098236,0.20284635,0.23451614,0.18432893,0.19018878,0.17017709,0.42226797,0.99999994,-0.11542213,-0.0066211857,-0.10623657,-0.083153784,-0.0786571,-0.06516552,-0.015989274,-0.00730535,-0.11520373,-0.17493132,-0.08039575,-0.062048048,0.00647349,-0.020223796,0.098455295,0.0007951319,0.2800347,0.15211481,0.028515946,-0.083733365,-0.023119217,-0.10529202,-0.112532765,-0.10975255,-0.01650989,-0.06331526,0.107011884,0.041952994,0.013892429,-0.10540285,-0.023437819,-0.06794059,-0.040637,-0.1353686,-0.122796886,-0.040620282,-0.021592796,-0.15400405,-0.12480354,-0.046312496,-0.052576922,-0.14689799,-0.097105056,-0.09368306,-0.09462491,-0.077952035,-0.13560969,-0.15629426,-0.04440529,-0.079999566,-0.04226446,-0.084382035,-0.09882166,-0.083747774,-0.17096178,-0.112539634,-0.14501382,-0.0077703204,-0.1389612,-0.08177171,-0.11444552,-0.19770204,-0.11685561,-0.103831396,-0.036467236,-0.051382508,0.08472555,0.002855502
glasses,-0.09599441,-0.10048394,-0.1579436,-0.051626723,-0.043001615,-0.061586022,-0.08019494,-0.08167535,-0.059788205,-0.10397792,-0.08143544,-0.07227636,-0.06973522,-0.02871745,-0.07003085,-0.08115463,-0.057825945,-0.08525334,-0.006021685,0.08425933,0.038984798,0.042352483,0.056063525,0.015583048,0.0015571865,0.04859063,0.078447126,0.12024236,0.31651217,-0.012399618,0.08965773,0.03506446,0.0148921115,-0.10961123,-0.10713808,-0.07659885,-0.1845737,-0.10185997,0.036237177,-0.04426509,0.0074247066,-0.02245044,0.03233782,0.05995872,-0.0049575903,-0.048484065,0.0076026917,0.031492483,0.13007793,0.08055324,-0.046225287,0.0008315742,0.026602505,-0.034497064,0.039733946,-0.038734816,-0.14647532,-0.07161133,-0.07923703,0.07720758,-0.095559105,-0.034796856,-0.07665205,0.04124081,0.019197166,-0.15904546,-0.08150564,-0.024945207,-0.11245403,-0.067535624,-0.059888326,-0.054602236,-0.0075700246,-0.06861303,-0.16430768,-0.14450514,-0.07392199,-0.086294994,-0.094147,-0.20110488,-0.11174836,-0.07574741,-0.06725996,-0.059517827,-0.13743518,-0.12648337,-0.1233042,-0.08810277,-0.1404393,-0.13781524,-0.14528689,-0.1213269,-0.07090512,-0.04467155,-0.11542213,0.9999999,0.1819739,0.15823595,0.13021582,0.06871202,-0.0075124167,-0.07518684,0.047722287,0.11870201,-0.013636884,0.05698631,-0.095733225,-0.051949568,-0.038026735,-0.08466837,0.06358012,0.009204578,0.038778048,0.07382659,0.130016,0.006301743,-0.03344061,-0.03305399,0.11416151,0.0074884146,-0.045891367,-0.118633345,-0.08408074,0.032649633,0.069207676,0.005739771,-0.008129394,0.041507583,-0.02746019,0.053612307,0.020536765,-0.02904033,-0.13644147,0.04542949,-0.0030675437,-0.024177736,0.018182814,0.12902927,0.14540635,0.16064148,0.13685465,0.10418366,0.13418865,0.18578951,0.18897846,0.23811404,0.11934032,0.06319916,0.18106696,0.17446059,0.2709661,-0.016734399,0.0034858852,0.16177782,0.009757781,0.22166161,0.30108008,0.225647,0.19688697,0.04510103,0.06807083,0.017430317,-0.0659187
book,-0.02330194,-0.068643585,-0.07077981,0.0362624,-0.005923204,-0.05904518,-0.050297532,-0.048988026,-0.030291345,-0.06455912,-0.033741206,-0.043362904,-0.052442443,-0.008816071,-0.021885749,-0.032815058,0.0009893728,-0.009541437,0.01905506,-0.024902476,-0.015091562,0.0095709115,0.1330979,0.12757269,0.116087735,0.052123345,0.079520755,0.120192036,0.08153668,0.01629802,0.054388728,0.023810951,-0.009309487,-0.04438884,-0.06953479,-0.1008949,-0.06239964,-0.021729682,-0.005637885,-0.013492309,0.07134192,0.03545908,0.037446488,0.012003396,-0.11578045,-0.107770905,-0.0938625,-0.10634593,-0.0373303,-0.01642123,-0.05742015,0.034568094,-0.012557605,-0.06425269,-0.0024015969,0.060160562,-0.03753148,0.041654572,0.07094217,0.06436339,0.032028787,-0.11617328,0.011128297,-0.024669908,0.09490458,0.009645151,-0.05797729,-0.015953101,-0.03952282,-0.061547227,-0.059439257,-0.027813029,-0.042957276,-0.02955458,0.009946044,-0.034629077,-0.049429554,-0.084516495,-0.027020087,-0.025356889,-0.016382512,-0.06757703,0.020329181,0.0045609325,0.0010073856,-0.03798913,-0.055194054,0.010997664,0.014366876,-0.040307894,-0.063206576,0.057041135,0.023521341,0.012153037,-0.0066211857,0.1819739,1.0000002,0.31227317,0.2767828,0.24811105,-0.03937222,-0.024985414,0.1001147,0.09690841,-0.023202356,0.020442814,-0.028442089,0.10604566,0.048591256,0.015269243,0.044181194,-0.009069644,0.078921944,0.2022984,0.044583566,-0.1265142,-0.11390943,-0.065669805,-0.031554133,-0.035766598,-0.04781764,-0.031391434,-0.0046913065,-0.07575227,-0.0628679,0.04872275,0.21958008,0.083280325,0.034659564,-0.04382033,0.02437006,-0.02353939,-0.059959814,-0.00609687,0.054752022,0.01915107,-0.106588684,-0.15310414,-0.090635985,-0.1334803,-0.048180766,-0.10874945,-0.078351595,-0.13388647,-0.10233988,-0.033992827,-0.037470695,-0.08783827,-0.07940811,-0.17895709,-0.034169644,-0.021710131,-0.012924079,-0.062756926,-0.13686967,-0.08276445,-0.054613963,0.023935046,-0.05436564,0.017982265,0.0148671875,0.16914652,0.06685903
pen,-0.00086239725,-0.0424027,-0.09620468,-0.03834321,-0.028160468,0.014296757,-0.050944775,-0.062452935,-0.027409736,-0.07094453,-0.020835461,-0.12096276,-0.08727696,-0.07154642,-0.056089625,-0.10260016,-0.0914906,-0.05550028,-0.053670213,-0.018480824,-0.059837513,-0.06022107,0.164238,0.10972843,0.08681309,-0.034352858,-0.059123166,-0.027916156,0.08347787,-0.017439634,0.0180999,0.0043550953,-0.059445914,-0.022994261,-0.05999559,-0.03103594,-0.06887174,-0.089743435,-0.08562518,-0.10452941,-0.090516016,0.039081126,-0.063683555,-0.09691946,-0.021747582,-0.135257,-0.05643499,-0.01757411,-0.028274428,0.10904345,-0.05665823,0.06932712,0.021293515,0.0011297669,-0.0022085253,0.029487032,-0.05282778,-0.046949558,-0.06296246,-0.0674081,-0.005978441,0.05252938,-0.039924063,-0.06903,0.0198784,-0.106432855,-0.11475517,-0.10279931,-0.12314679,-0.036044024,-0.20844519,-0.07518266,-0.14201286,-0.0741233,-0.17929846,-0.14910711,-0.10037576,-0.0792924,-0.18808323,-0.11837487,-0.09665992,-0.07818732,-0.075673975,-0.10175015,-0.11582765,-0.082701005,-0.0908983,-0.060815774,-0.096846126,-0.07000151,-0.11092514,-0.092635065,-0.07999714,-0.045304406,-0.10623657,0.15823595,0.31227317,1.0,0.7242334,0.5594512,0.18195587,0.20314395,0.26320165,0.3362393,0.30465156,0.19176883,0.0044562975,0.069564626,0.1082686,0.21610987,0.37503564,0.17533979,0.01528886,0.047560256,-0.019058164,-0.09064476,-0.13130501,-0.0683638,0.10755211,0.099846765,0.09423456,0.00621417,0.06741047,-0.06324665,0.039726704,0.03353717,0.2750352,0.070096046,-0.10210694,-0.10461749,-0.042138245,0.08009446,-0.044541065,0.10056535,0.08110456,0.054598793,-0.05409757,-0.074594595,0.026149843,0.046985365,0.0012552077,-0.038669396,-0.08177723,-0.012455096,0.01538902,0.00355405,0.11933367,-0.0674632,-0.1077856,-0.1323381,0.019581476,0.013533759,-0.006405375,0.011093017,-0.11542796,0.082284026,0.07798505,0.034156438,0.17453338,0.080437884,0.08953893,0.00072420295,-0.014737475
pencil,-0.042952485,-0.07508209,-0.09848389,-0.07898635,-0.054317355,-0.02622072,-0.09063672,-0.062111385,-0.027438622,-0.08018913,-0.030337432,-0.10488003,-0.053977475,-0.033629764,-0.007546082,-0.088672206,-0.10294801,-0.12265685,-0.13314901,-0.0599586,-0.06577208,-0.066954866,0.14876509,0.06013668,0.062161908,-0.108992994,-0.0905354,-0.028341442,0.023518115,-0.017484013,-0.038171973,-0.044208303,-0.027215945,-0.1165203,-0.09498942,-0.10668069,-0.09652962,-0.12817542,-0.1312941,-0.14368656,-0.12394052,0.04227844,-0.10248703,-0.084694,-0.052721426,-0.12671329,0.02470466,-0.017763443,0.021000821,0.045119368,-0.07605855,-0.064583115,-0.010370734,-0.00018082745,-0.019868474,-0.002938725,-0.09487705,-0.0006419094,-0.05240421,-0.03827134,-0.0139492415,0.07370874,-0.03439744,-0.032997508,0.06859723,-0.03846838,-0.056797683,-0.07288866,-0.018205196,-0.010409929,-0.14069976,0.0015214216,-0.110740855,-0.09784132,-0.17467877,-0.036736738,-0.04779642,-0.016515052,-0.12930149,-0.055767294,-0.06147419,-0.04992909,-0.10598683,0.0019391179,-0.043757074,0.041539058,0.0021689618,0.054230645,-0.029814307,-0.05565093,-0.021476422,-0.0026660375,-0.00771562,-0.022668581,-0.083153784,0.13021582,0.2767828,0.7242334,1.0000001,0.69631463,0.1838548,0.23508894,0.16290033,0.3270645,0.28102922,0.19832021,-0.066032246,0.110531,0.16097836,0.21201365,0.4093228,0.26195818,0.047435034,-0.0040363558,0.020293532,-0.00477132,-0.09794575,-0.061681442,0.07026494,0.05521602,0.08570722,0.07720488,0.10047606,-0.03437411,-0.02039906,0.0351386,0.23901896,0.064557225,-0.097693294,-0.110549815,-0.026018169,0.17928897,-0.08065411,0.14394753,0.06922197,0.06682313,-0.11752724,-0.11809619,-0.077320375,-0.059482865,-0.13323663,-0.10251898,-0.091721326,-0.07814223,-0.041262418,-0.06976506,0.036725257,0.0011774395,-0.06827436,-0.15736355,0.00040206453,0.08412735,0.018714994,-0.018172726,-0.05845223,-0.034990072,-0.016083755,-0.03277961,0.04455851,0.058269873,0.044912912,-0.006029836,0.016995605
crayon,0.022269996,-0.03455896,-0.08456406,-0.063081406,-0.060079683,-0.027429566,-0.08652875,-0.07151555,-0.05358947,-0.050542496,-0.027371056,-0.10752681,0.016228113,0.01789507,0.069785394,-0.05557915,-0.08223362,-0.051957946,-0.12548043,-0.03975967,-0.08191605,-0.121065505,0.026648227,-0.06274742,0.014885394,-0.09760809,-0.023654493,-0.08530328,0.060239144,0.014424347,-0.02524263,0.008303991,-0.004116403,-0.106711194,-0.089384675,-0.11421293,-0.12776026,-0.13757077,-0.07672514,-0.075904794,-0.013712991,0.011948999,-0.07752988,-0.09614914,-0.006071521,-0.026682751,-0.026015785,-0.11654939,-0.07760322,-0.020875098,-0.07168461,-0.06768117,0.019305974,-0.05570459,-0.058349006,-0.019583616,-0.10991851,-0.037157744,-0.085526675,-0.034293436,0.0041475976,0.07042677,0.0342753,0.004646795,0.023655761,-0.018583748,-0.043859143,-0.029608428,-0.03668471,-0.047067717,-0.17636895,-0.094683126,-0.117991835,-0.07283296,-0.06302802,0.027985683,0.008745372,0.0694543,-0.12086092,-0.115402326,-0.07815114,-0.029425468,-0.0618817,0.051394437,-0.025479626,0.09052581,0.011743819,0.058241535,0.0009949626,0.010195356,-0.10025301,0.02199356,0.0151740145,-0.027244147,-0.0786571,0.06871202,0.24811105,0.5594512,0.69631463,1.0,0.026729176,0.0143264895,0.016917504,0.19160151,0.32415912,0.07992402,-0.002657691,0.10132277,0.17638713,0.05223358,0.27243423,0.09895965,0.07934672,0.051400606,-0.044427738,-0.0954797,-0.034449823,-0.08024754,-0.0416478,0.00438013,0.10804605,0.07252739,0.13475011,-0.033998247,-0.0980344,0.0023475904,0.09660021,0.0750055,0.14149325,-0.0093084285,0.024834506,0.20177901,-0.027091764,0.057283606,0.14471015,0.15316771,-0.08073941,-0.06142907,-0.07448509,-0.032643255,-0.065373376,-0.058896247,-0.029693324,-0.06298447,-0.00880206,-0.06802483,-0.011849369,-0.003805479,-0.039507903,-0.13353837,-0.015195966,0.16278651,0.0206594,-0.047247723,-0.0099683115,-0.020972269,-0.03863106,-0.0020139432,-0.028699752,-0.087585926,-0.0067699216,0.024899594,0.12532823
